Title,Abstract,URLs,Protocols
ICES Baltic International Trawl Survey for commercial fish species,Baltic International Bottom Trawl Survey dataset includes age- and length-based catch per unit effort data for commercial fish species in ICES Baltic sub-divisions.,"datras.ices.dk/Documents/Manuals/Addendum_1_WGBIFS_BITS_Manual_2010.pdf; 
https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000002760; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/2760; 
geo.ices.dk/geonetwork/srv/en/main.home?uuid=0c3e6329-b521-49e8-94a0-506e2087d551; 
https://ipt.vliz.be/eurobis/resource?r=ices_datras_bits; 
https://obis.org/dataset/4c224fea-7e00-442b-a163-3fe82870f93c",
IOW Macrozoobenthos monitoring Baltic Sea (1980-2005),This time series on species composition and biomass or abundance of macrozoobenthos in the Belt Sea and the Baltic proper provide data from 1979 till 2005 as part of the HELCOM monitoring,"https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000000601; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/601; 
http://ipt.vliz.be/eurobis/resource?r=macroben_zettler_evco; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000097_1236861765; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000097_1237217095; 
https://obis.org/dataset/3eb5bcd4-5258-48a4-93dd-ae14de6f7e56; 
https://obis.org/dataset/a90f3766-9d9e-4dd9-8606-eb3f10d25f2e",
"Lagis koreni, Cerastoderma edule, Polydora, Halicryptus spinulosus abundance model in Baltic Sea","Data represents the abundance of benthic community with Lagis koreni, Cerastoderma edule, Polydora, Halicryptus spinulosus in the Baltic Sea. Baltic wide benthic community analysis is done based on the abundance and biomass data averaged for all sampling events in within 5 km grid cell based on the harmonised dataset that comprises data at over 7000 locations mostly sampled in period 2000-2013. Random Forest model was used for spatial interpolation.Original data can be downloaded: http://gis.ices.dk/gis/rest/services/ExternalDatasets/Benthic/MapServer. For EMODnet Seabed habitat portal the original dataset was separated as presence-absence grids per identified benthic community in the original article.","https://www.emodnet-seabedhabitats.eu/access-data/launch-map-viewer/?LAYERS=EUSM2016&Y=39&X=-8.525390623910205&zoom=5&center=10.400,58.700&layerIds=981&baseLayerId=-3&activeFilters=",WWW:LINK-1.0-http--link
Meiofauna of the Southern Baltic,"These data were collected as part of a large study, aiming to compare the structure of the nematode communities at two comparable sublittoral sites, located in the Southern Baltic and the south-eastern part of the North Sea.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000000695; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/695; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000014_1225452686; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000014_1225452709; 
https://obis.org/dataset/6b96b0c8-ae95-4ad4-b8cb-5c1a706cf7aa",
"Monoporeia affinis, Marenzelleria, Macoma balthica abundance model in Baltic Sea","Data represents the abundance of benthic community with Monoporeia affinis, Marenzelleria, Macoma balthica in the Baltic Sea. Baltic wide benthic community analysis is done based on the abundance and biomass data averaged for all sampling events in within 5 km grid cell based on the harmonised dataset that comprises data at over 7000 locations mostly sampled in period 2000-2013. Random Forest model was used for spatial interpolation.Original data can be downloaded: http://gis.ices.dk/gis/rest/services/ExternalDatasets/Benthic/MapServerFor EMODnet Seabed habitat portal the original dataset was separated as presence-absence grids per identified benthic community in the original article.","https://www.emodnet-seabedhabitats.eu/access-data/launch-map-viewer/?LAYERS=EUSM2016&Y=39&X=-8.525390623910205&activeFilters=&zoom=5&center=10.400,58.700&layerIds=973&baseLayerId=-3&activeFilters=",WWW:LINK-1.0-http--link
"Mytilus spp., Amphibalanus improvisus abundance model in Baltic Sea","Data represents the abundance of benthic community with Mytilus spp., Amphibalanus improvisus in the Baltic Sea. Baltic wide benthic community analysis is done based on the abundance and biomass data averaged for all sampling events in within 5 km grid cell based on the harmonised dataset that comprises data at over 7000 locations mostly sampled in period 2000-2013. Random Forest model was used for spatial interpolation.Original data can be downloaded: http://gis.ices.dk/gis/rest/services/ExternalDatasets/Benthic/MapServer. For EMODnet Seabed habitat portal the original dataset was separated as presence-absence grids per identified benthic community in the original article.","https://www.emodnet-seabedhabitats.eu/access-data/launch-map-viewer/?LAYERS=EUSM2016&Y=39&X=-8.525390623910205&zoom=5&center=10.400,58.700&layerIds=978&baseLayerId=-3&activeFilters=",WWW:LINK-1.0-http--link
"National monitoring data for beach litter from two Baltic Sea beaches in Denmark, 2020-21","This dataset represents a part of the Danish national monitoring data for marine litter at reference beaches in Denmark 2020 and 2021. The purpose of the monitoring program is to provide systematical and comparable data for assessment of the state, impact and trends of marine litter and thereby comply with the European Marine Strategy Framework Directive (MSFD). National monitoring of marine litter at beaches was initiated in Denmark in 2015, and on request from the Danish Environmental Protection Agency (EPA), and the monitoring activities involving these two beaches in the Baltic Sea are performed by DCE – Danish Centre for Environment and Energy.
The results of the monitoring surveys performed at these two beaches show that plastic comprised the majority of all beach litter items. The amounts of beach litter were in all regions above the EU threshold value of 20 litter items per 100 m beach length. Among some of the most common type of litter items were plastic pieces 2.5-50 cm, polystyrene pieces 2.5-50 cm and String and cord (diameter less than 1cm).",https://cloud.emodnet-ingestion.eu/index.php/s/8uMhX0QcD2gqfWL,"WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link"
Neural network modelling of Baltic zooplankton abundances,"This data product is a series of gridded abundance maps for 40 zooplankton species from 2007 to 2013 in the Baltic Sea, based on a neural network analysis. As input data a combination of EMODnet Biology datasets were used, together with the environmental variables dissolved oxygen, salinity, temperature, chlorophyll concentration bathymetry and the distance from coast. Additionally the position (latitude and longitude) and the year are provided to the neural network. DIVAnd (n-dimensional Data-Interpolating Variational Analysis) and the neural network library Knet were used in this analysis.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000006286; 
https://github.com/EMODnet/EMODnet-Biology-Zooplankton-Baltic; 
https://mda.vliz.be/directlink.php?fid=VLIZ_00000640_5d832cf2ef945",
"Observations of three Idotea species (I. balthica, I. chelipes and I. granulosa) in Northern Europe, including the Baltic Sea",,,
"Observations of three Idotea species (I. balthica, I. chelipes and I. granulosa) in Northern Europe, including the Baltic Sea - data derived from museum collections",Observation data of occurrence of three Idotea species collected from museum collections in Northern Europe.,"https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000004605; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/4605; 
https://www.gbif.org/dataset/bec95074-2220-4c3c-92ed-5ce729bd4307; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000398_1435305860; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000398_1435313480; 
https://obis.org/dataset/b67743ff-e8ee-4374-87bc-3423d923941d",
"Observations of three Idotea species (I. balthica, I. chelipes and I. granulosa) in Northern Europe, including the Baltic Sea - field data",Observation data of occurrence of three Idotea species collected from own field sampling in Northern Europe.,"https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000004606; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/4606; 
https://www.gbif.org/dataset/9c8c249c-9426-4a03-a5bc-9150966b3c2c; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000398_1435305860; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000398_1435313480; 
https://obis.org/dataset/2e3d797b-69db-4e5d-b4a9-9e1f8d8dbc70",
"Phoronis, Tellina fabula, Thracia phaseolina, Ophelia borealis, Spiophanes bombyx, Branchiostoma lanceolatum, Spio arndti abundance model in Baltic Sea","Data represents the abundance of benthic community with Phoronis, Tellina fabula, Thracia phaseolina, Ophelia borealis, Spiophanes bombyx, Branchiostoma lanceolatum, Spio arndtiin the Baltic Sea. Baltic wide benthic community analysis is done based on the abundance and biomass data averaged for all sampling events in within 5 km grid cell based on the harmonised dataset that comprises data at over 7000 locations mostly sampled in period 2000-2013. Random Forest model was used for spatial interpolation.Original data can be downloaded: http://gis.ices.dk/gis/rest/services/ExternalDatasets/Benthic/MapServer. For EMODnet Seabed habitat portal the original dataset was separated as presence-absence grids per identified benthic community in the original article.","https://www.emodnet-seabedhabitats.eu/access-data/launch-map-viewer/?LAYERS=EUSM2016&Y=39&X=-8.525390623910205&zoom=5&center=10.400,58.700&layerIds=979&baseLayerId=-3&activeFilters=",WWW:LINK-1.0-http--link
Phytoplankton alpha diversity in the greater Baltic Sea area,"<p>Biodiversity loss due to human activities is an increasing threat for marine ecosystems and the services we obtain from them. As biodiversity is directly related to the resilience of ecosystems to temporary disturbance, biodiversity monitoring is a vital task for areas subjected to conservation goals. Environmental factors often control the community composition and biodiversity of marine microplankton, such as the pronounced salinity gradient in the Baltic Sea (e.g. Hu et al. 2016). Time series data of biodiversity can therefore provide an indication of changes in community composition due to environmental stressors, such as climate change or eutrophication.</p><p>As many biodiversity estimates are biased by sampling effort, caution must be taken when interpreting alpha diversity from microscopy phytoplankton counts. By rarefaction and evenness estimation, these biases can be reduced, but not ignored.</p>","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/d761592b5203e428ae8e9b11a63f1515f68f5865; 
https://emodnet.ec.europa.eu/geoviewer/?layers=12981:1:1,12982:1:1,12767:1:1&basemap=ebwbl&active=12981&bounds=-7.524258919099987,49.22855369281971,36.1112274772685,69.83183267001127&filters=; 
https://erddap.emodnet.eu/erddap/files/biology_8221_a45b_17fb_beeb/alpha_diversity.nc; 
https://github.com/EMODnet/EMODnet-Biology-phytoplankton-alpha-diversity; 
https://mda.vliz.be/directlink.php?fid=VLIZ_00000727_642d326e653e6196734923; 
https://ows.emodnet.eu/geoserver/biology/wms?service=WMS&version=1.1.0&request=GetCapabilities&layers=biology%3Aalpha_diversity_shannon",
Polish Monitoring Programme - Monitoring of the Baltic Sea,Biological data originates from the Polish Exclusive Economic Zone of the Baltic Sea including shallow water lagoons. Data has been collected in frame of the Polish Monitoring Programme of the Baltic Sea in frame of the contract with Chief Inspectorate for Environmental Protection.,,
Polish Monitoring Programme - Monitoring of the Baltic Sea: chlorophyll a,"ongoing input: from current backwards -> quality, quantity - abundance, biomass (C and biovolume) plus physico- chemical factors",,
Polish Monitoring Programme - Monitoring of the Baltic Sea: phytobenthos,"Phytobenthos data from Polish Exclusive Economic Zone of the Baltic Sea collected in frame of the Polish Monitoring Programme. Data include information on species composition, areal coverage and  dry biomass of phytobenthos community for the period of 2002-2012. Additional data on substrate type are included in the data.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000002464; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/2464; 
https://obis.org/dataset/c21f2063-3856-4003-859b-f44c270c9fc7",
Polish Monitoring Programme - Monitoring of the Baltic Sea: phytoplankton,"Phytoplankton data from Polish Exclusive Economic Zone of the Baltic Sea collected in frame of the Polish Monitoring Programme. Data include information on species composition, abundance and biomass (biovolume and C biomass) of phytoplankton community for the period of 2002-2012.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000002463; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/2463; 
https://obis.org/dataset/11ca6599-6a0c-4de2-9790-b37853dbd7b3",
Polish Monitoring Programme - Monitoring of the Baltic Sea: zoobenthos,"Zoobenthos data from Polish Exclusive Economic Zone of the Baltic Sea collected in frame of the Polish Monitoring Programme. Data include information on species composition, abundance and biomass (wet and dry) of zoobenthos community for the period of 1979-2012.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000002467; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/2467; 
https://obis.org/dataset/f5825142-2c9f-49d8-8c78-18bd318ec279",
Polish Monitoring Programme - Monitoring of the Baltic Sea: zooplankton,"Zooplankton data from Polish Exclusive Economic Zone of the Baltic Sea collected in frame of the Polish Monitoring Programme. Data include information on species composition, abundance and biomass of zooplankton community for the period of 2002-2012.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000002466; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/2466; 
https://obis.org/dataset/e8c2a9de-09d9-4301-a5f6-9af5eaa1ed12",
Potential spawning areas for Baltic flounder (PBS EFH),"Essential fish habitat (EFH) map on Potential spawning areas for Baltic flounder was prepared in PanBalticScope project (co-founded by the European Maritime and Fisheries Fund of the European Union) http://www.panbalticscope.eu/

Baltic flounder (Platichthys solemdali) is a key species in many coastal areas of the Baltic Sea. It is the only endemic fish species of the Baltic Sea. Baltic flounder spawns in shallow coastal areas and on offshore banks, with eggs developing on the sea floor. Successful spawning may be expected at salinities down to around 5-7 (Nissling et al. 2002). ‘‘Potential spawning areas’ were initially delineated by a species distribution model (Orio et al. 2017) developed based on years 1993-1997 to consider a period with relatively better oxygen conditions, but applied with more recent data (2011-2014). The area was further delineated to encompass only areas shallower than 30 m in order to represent the demersal spawning habitat. ‘High probability spawning areas’ were identified as the sub-section encompassing salinity > 6. It should be noted that flounders in the Baltic Sea were recently separated into two species, and that spawning areas of the European flounder (Platichthys flesus) are described separately. The two data layers do not overlap and can be combined to obtain a map on spawning areas for both flounder species taken together. 

Stocks: ICES identifies two stocks of Baltic flounder: ICES subdivisions 26, 28 (East of Gotland and Gulf of Gdansk), and 27, 29-32 (Northern Central Baltic Sea and Northern Baltic Sea).

EFH Type: Spawning areas

Approach: Species distribution modelling combined with identification of environmental salinity window and depth conditions for spawning, supplemented with additional information from monitoring in Estonian waters.

Variables and thresholds: Depth < 30 m, Salinity > 6

Quality: The data layer is based on species distribution modelling focusing on mature flounder at the spawning stage and should be considered a rough estimation. 
The data layers on environmental variables are based on modelling. Other variables than those tested in the model may also be influential.
The studies from which the thresholds values for environmental variables have been obtained are based on publications conducted before the separation of Baltic flounder from European flounder but have taken the specific characteristics of the separate spawning ecotypes into account.

Attribute information: Raster value representing no spawning (0), potential spawning area (0.5) and high probability spawning area (1).

References: 
- Momigliano, P, GP Denys, H Jokinen, and J Merilä (2018) Platichthys solemdali sp. nov. (Actinopterygii, Pleuronectiformes): a new flounder species from the Baltic Sea. Frontiers in Marine Science 5:225
- Nissling, A, L Westin, and O Hjerne (2002) Reproductive success in relation to salinity for three flatfish species, dab (Limanda limanda), plaice (Pleuronectes platessa), and flounder (Pleuronectes flesus), in the brackish water Baltic Sea. ICES Journal of Marine Science 59:93-108
- Orio, A, U Bergström, M Casini, M Erlandsson, R Eschbaum, K Hüssy, A Lehmann, L Ložys, D Ustups, and A-B Florin (2017a) Characterizing and predicting the distribution of Baltic Sea flounder (Platichthys flesus) during the spawning season. Journal of Sea Research 126:46-55
- Seifert, T, F Tauber, and B Kayser (2001) A high resolution spherical grid topography of the Baltic Sea -2nd edition. Baltic sea Science Congress, Stockholm 25-29 November 2001, Poster #147","https://maps.helcom.fi/website/MADS/download/?id=707b057a-353c-4818-91ee-c73dd0e3aa4c; 
https://maps.helcom.fi/website/mapservice/?datasetID=707b057a-353c-4818-91ee-c73dd0e3aa4c; 
https://gis.ices.dk/geonetwork/srv/api/records/DB8427C1-28A2-4943-BA60-1BEAF0DC144B/attachments/image.png","WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link"
Presence/Absence maps of phytoplankton in the Greater Baltic Sea,"The project aims to produce comprehensive data product of the occurence  and absence of (phyto)plankton species. As a basis, data from EMODnet  Biology are used. The selection of relevant datasets is optimized in  order to find all planktonic species, and exclude all species that are  not planktonic. The occurences from EMODnet Biology were complemenented  with absence data assuming fixed species lists within each dataset and  year. The products are presented as maps of the distribution of the 20  most common species of (phyto)plankton in the Greater Baltic Sea.","https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000006618; 
https://emodnet.ec.europa.eu/geoviewer/?layers=6d617269-6e65-696e-666f-000000006618:1:1&basemap=ebwbl&active=12614&bounds=-3798632.151289284,5498303.202023905,4683539.4283363875,9467694.433426857&filters=&projection=EPSG:3857; 
https://erddap.emodnet.eu/erddap/files/biology_phyto_6618_BalticSea_8b1e_5c90_9a2c/; 
https://github.com/EMODnet/EMODnet-Biology-Phytoplankton-Greater-BalticSea; 
https://mda.vliz.be/directlink.php?fid=VLIZ_00000727_60460e2ce96bf134939730; 
https://ows.emodnet.eu/geoserver/biology/wms?service=WMS&version=1.1.0&request=GetCapabilities&layers=biology%3Aprobability_occurrence_phyto_baltic",
Probability that the seafloor is below the halocline in the Baltic,"Below halocline probability layer in the Baltic Sea and Kattegat strait in the North Sea/Baltic Sea.,  Produced by DHI as an input layer for the EUSeaMap 2019 broad-scale habitat model. 
Data acquired from DHI hydrographic Model MIKE III (3D baroclinic model for free surface flow), with a resolution of a 5.5 km.
Detailed information is found in the EMODnet Seabed Habitats technical report:
Populus J. et al 2017. EUSeaMap, a European broad-scale seabed habitat map. Ifremer. http://doi.org/10.13155/49975","http://archimer.ifremer.fr/doc/00388/49975/; 
http://www.emodnet-seabedhabitats.eu/access-data/download-data/?linkid=baltic_halocline; 
https://files.emodnet-seabedhabitats.eu/data/baltic_halocline.zip","WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link"
Probability that the seafloor is below the halocline in the Baltic - Original point dataset ÔÇô Version 2022,"Based on DHI operational Hydrodynamic 3D Model DKBS2hd model run results, a point dataset describing for each year the probability of a certain seabed location in the Baltic Sea being located below the deep halocline has been created. The spatial coverage is the Baltic Sea. The spatial resolution is 5km. The temporal coverage is 20 years (2001-2020). The dataset is a point shapefile, the attribute table of which contains the following columns 
-	20 columns whose name is in the form p[yyyy] (e.g; p2001), where yyyy is the year: for the year yyyy, probability of the point location being located below the deep halocline
-	column ÔÇÿmeanÔÇÖ: probability average (i.e. average of the 20 yearly probabilities)
-	column ÔÇÿstdÔÇÖ: probability standard deviation across the 20 years
The development of the original point dataset was funded by the EMODnet lot ÔÇÿSeabed HabitatsÔÇÖ for use in the development of the EUSeaMap product, more specifically in modeling the spatial distribution of the biological zones ÔÇÿcircalittoralÔÇÖ and ÔÇÿoffshore circalittoralÔÇÖ. According to the EUNIS habitat classification, in the Baltic Sea the circalittoral is above the halocline/pycnocline, while the offshore circalittoral is below.",https://files.emodnet-seabedhabitats.eu/data/prob_deep_halocline_nodes.zip,WWW:LINK-1.0-http--link
Sea surface salinity in the northern Baltic Sea,"This layer was created for spatial distribution modelling of Fucus spp. in the northern Baltic Sea (Lappalanen et al, 2019). The layer represents average salinity conditions throughout the growing season, i.e. June-August values averaged over the period 2004-2015. The horizontal resolution is 20 meters.
It was re-used for the EUSeaMap 2019. 
For further details on how it was generated: 
Lappalainen, J., Virtanen, E.A., Kallio, K., Junttila, S., Viitasalo, M., 2019. Substrate limitation of a habitat-forming genus Fucus under different water clarity scenarios in the northern Baltic Sea. Estuarine, Coastal and Shelf Science 218, 31ÔÇô38. https://doi.org/10.1016/j.ecss.2018.11.010",,
Secchi Disk┬áDepth Ratio for the Baltic Sea,"Secchi disk┬ádepth ratio layer produced by EMODnet Seabed Habitats as an input layer for the 2016 EUSeaMap broad-scale habitat model. The extent of the mapped area includes Baltic Sea. The Secchi disk depth ratio was calculated from Secchi disk depth and depth to the seabed variables.

Detailed information on the modelling process is found in the EMODnet Seabed Habitats technical report and its appendices (Populus et al, 2017, link in Resources).","http://archimer.ifremer.fr/doc/00388/49975/; 
http://www.emodnet-seabedhabitats.eu/access-data/download-data/?linkid=secchi_depth_ratio","WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link"
Southern Baltic Continuous Plankton Recorder,Southern Baltic - in the deep sea area a transect paralell to the outer border of the Polish EEZ,,
"Sweden Marine Beach Litter Data Kattegat, the Sound and the Baltic Sea 2022 rev","Beach litter monitoring data from Kattegat, the SOund and the Blatic Sea","https://cloud.emodnet-ingestion.eu/index.php/s/vPKjmzU0A2d8EEe; 
https://cdi-chemistry.seadatanet.org/search/welcome.php?query=2620&query_code={FC0A4BC1-9244-4006-9D3D-78AD73F2EFB1}; 
https://cdi.seadatanet.org/search/welcome.php?query=2652&query_code={7EF1EEEC-B136-4D86-A511-ADB10AB42502}","WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link"
"Swedish marine beach litter data from Kattegat, the Sound and the Baltic Sea 2019","Beach litter monitoring data from Kattegat, the Sound and the Baltic Sea","https://cloud.emodnet-ingestion.eu/index.php/s/c6Dj7YwloEF7l4X; 
https://cdi-chemistry.seadatanet.org/search/welcome.php?query=1726&query_code=%7B5B9F5C99-72C5-4289-974B-5809005E4B8F%7D; 
https://cdi.seadatanet.org/search/welcome.php?query=1733&query_code={E4F2DCDF-92ED-43A0-9AC7-32094968AE33}","WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link"
"Swedish marine beach litter data from Kattegat, the Sound and the Baltic Sea 2020","Beach litter monitoring data from Kattegat, the Sound and the Baltic Sea","https://cloud.emodnet-ingestion.eu/index.php/s/EzQKt9n3sMB9PhK; 
https://cdi-chemistry.seadatanet.org/search/welcome.php?query=1757&query_code=%7bD51AB513-D765-4F63-9C06-EC6905D43EC8%7d; 
https://cdi.seadatanet.org/search/welcome.php?query=1758&query_code={6EAD4AF8-7D17-4115-A872-9837DDB61831}","WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link"
"Swedish marine beach litter data from Kattegat, the Sound and the Baltic Sea 2021","Beach litter monitoring data from Kattegat, the Sound and the Baltic Sea","https://cloud.emodnet-ingestion.eu/index.php/s/JWMjBgrg2UCsI6h; 
https://cdi-chemistry.seadatanet.org/search/welcome.php?query=2244&query_code={F4DCCA2B-62C6-4925-93BC-841EDBCB2F51}; 
https://cdi.seadatanet.org/search/welcome.php?query=2244&query_code={F4DCCA2B-62C6-4925-93BC-841EDBCB2F51}","WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link"
"Swedish marine beach litter data from Kattegat, the Sound and the Baltic Sea 2023","Beach litter monitoring data from the Swedish coastline of Kattegat, the Sound and the Baltic Sea","https://cloud.emodnet-ingestion.eu/index.php/s/6jIbNHaMJQo8WOQ; 
https://cdi-chemistry.seadatanet.org/search/welcome.php?query=2953&query_code={C1B02E2B-C09F-4A51-9D9E-CE0C04F54B6D}; 
https://cdi.seadatanet.org/search/welcome.php?query=2953&query_code={C1B02E2B-C09F-4A51-9D9E-CE0C04F54B6D}","WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link"
"Swedish marine beach litter monitoring data from Kattegat, the Sound and the Baltic Sea 2","Beach litter data from Kattegat, the Sound and the Baltic Sea","https://cloud.emodnet-ingestion.eu/index.php/s/RrNImhFsc1mHWdx; 
https://cdi.seadatanet.org/search/welcome.php?query=2109&query_code={D8903F28-AD96-40B4-B120-05EDCFD20714}","WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link"
"Tellina tenuis, Ensis directus, Haustorius arenarius, Lamprops fasciatus abundance model in Baltic Sea","Data represents the abundance of benthic community with Tellina tenuis, Ensis directus, Haustorius arenarius, Lamprops fasciatusin the Baltic Sea. Baltic wide benthic community analysis is done based on the abundance and biomass data averaged for all sampling events in within 5 km grid cell based on the harmonised dataset that comprises data at over 7000 locations mostly sampled in period 2000-2013. Random Forest model was used for spatial interpolation.Original data can be downloaded: http://gis.ices.dk/gis/rest/services/ExternalDatasets/Benthic/MapServer. For EMODnet Seabed habitat portal the original dataset was separated as presence-absence grids per identified benthic community in the original article.",,
"Temperature, salinity and density of sea water for the Baltic Sea (Cruise_22346)","The 22346 cruise took place from July 9 to July 17 2013. Selected area: the Baltic Sea.Sampling techniques: CTD.The CTD profiles of this dataset include temperature, salinity,density  and were measured in 17 stations with CTD-probe, manufactured by IDRONAUT 316 in year 2009.",https://cloud.emodnet-ingestion.eu/index.php/s/I6SHKOFaeNBD2gW,"WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link"
The coastal zone habitats of the Baltic Sea on Latvia-Lithuania border,"Description of the coastal zone bank habitats of the Baltic Sea on Latvia-Lithuania border based on underwater video observation. Observation for National environmental status assessment, Maritime spatial planning, Marine Strategy Framework Directive. Underwater video observation was done by Latvian Institute of Aquatic Ecology. Open data policy.","https://cloud.emodnet-ingestion.eu/index.php/s/fLJ2DxEOszRcRK6; 
https://www.emodnet-seabedhabitats.eu/access-data/launch-map-viewer/?zoom=8&center=20.455,56.003&layerIds=700&baseLayerId=-3&activeFilters=","WWW:DOWNLOAD-1.0-http--download; 
WWW:LINK-1.0-http--link"
Total Suspended Matter Baltic Sea,"EMODnet Physics - TSM_BalticSea - Concentration of total suspended matter (conc_tsm, mg/l) is a product of the Coastcolour L2W Concentrations Data, obtained from the OC4 algorithm for clear and moderate turbid waters, and from the CoastColour v1 neural network.The L2W product was then remapped on a regular grid, maintaining the 300 m full resolution, in order to obtain L3 products over the Baltic Sea and monthly averaged. Developed by EMODnet Physics.",https://prod-erddap.emodnet-physics.eu/ncWMS/wms?SERVICE=WMS&REQUEST=GetCapabilities&VERSION=1.3.0&DATASET=TSM_BALTICSEA,OGC:WMS
Total Suspended Matter Baltic Sea - ERDDAP,,,
Wave exposure index at sea surface in the Baltic Sea,"Wave exposure index at the surface in the Baltic Sea and part of the North Sea (Kattegat strait).  Produced by Aquabiota as an input layer for the EUSeaMap broad-scale habitat models. 
Data acquired from Aquabiota fetch based model with a spatial resolution of a 25m, model run for the period 2002-2007. 

Detailed information is found in the EMODnet Seabed Habitats technical report:
Populus J. et al 2017. EUSeaMap, a European broad-scale seabed habitat map. Ifremer. 

http://doi.org/10.13155/49975","http://www.emodnet-seabedhabitats.eu/access-data/download-data/?linkid=baltic_wei; 
http://archimer.ifremer.fr/doc/00388/49975/; 
http://52.49.27.224/geoserver/wms?; 
https://files.emodnet-seabedhabitats.eu/data/baltic_wei_swm_with_wh1.zip","WWW:LINK-1.0-http--link; 
WWW:LINK-1.0-http--link; 
OGC:WMS-1.1.1-http-get-map; 
WWW:LINK-1.0-http--link"
Western Baltic Sea Copepods,The main question in this research was how Harpacticoid copepod communities differ in species composition and diversity on a north to south gradient in the Western Baltic area and what factors might explain these differences,"https://emodnet.ec.europa.eu/geonetwork/srv/eng/catalog.search#/metadata/6d617269-6e65-696e-666f-000000000977; 
https://www.eurobis.org/toolbox/en/download/occurrence/dataset/977; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000105_1386690103; 
mda.vliz.be/mda/directlink.php?fid=VLIZ_00000105_1386690114; 
https://obis.org/dataset/610bd0de-37d8-41aa-a663-393da3cf0c06",
